"Name","Category","Author","Description","Rating","Num of Reviews","ASIN","Application ID","Release Date","Invocation Name","Example Interaction 1","Example Interaction 2","Example Interaction 3","Privacy Policy","Terms of Use","In-App Purchasing"
"Daily Affirmation","Lifestyle","GeekGirl Marketing and App Development","The Walking Affirmations Daily Affirmation skill provides a daily uplifting, positive thought for you to take throughout the day. Affirmations are sentences aimed to affect the conscious and the subconscious mind. The words that combine to create the affirmation, automatically and involuntarily, bring up related mental images into the mind, which could inspire, energize and motivate. Repeating affirmations, and the resultant mental images, affect the subconscious mind, which in turn, influences the behavior, habits, actions and reactions.\n\nThe first step is enabling the skill. Then, this skill works by allowing you to ask Alexa for an affirmation and Alexa will provide you with a positive phrase to take with you throughout the day. When you need a reminder, as you go through out your day, you can go the Alexa companion app to see the affirmation that you received that day. New affirmations will be added frequently.",4.9,8,"B019YOO6R0","amzn1.echo-sdk-ams.app.a17bc005-a00c-422f-8858-9fed34da389f","2015-12-29 17:43:30","daily affirmation","""Alexa, open Daily Affirmation.""","""Alexa, ask Daily Affirmation for my affirmation.""","""Alexa, Open Daily Affirmation and ask for help.""","","","No"
"Daily Bootcamping Thought","Education","Six Voices","The Daily Bootcamping Thought skill has been crafted by Mark Carpetner to deliver a clear and concise statement that will reinforce the concepts you are learning and practicing in your bootcamp.\n\nThe first step is enabling the skill. Then, this skill works by allowing you to ask Alexa for a thought and Alexa will provide you with a short but powerful idea that you can take with you throughout the day. When you need a reminder, as you go through your day, you can go the Alexa companion app to see the thought that you received that day. New thoughts will be added frequently.\n\nSign up for our weekly newsletter with more tips and insights at http://my.curated.co/bootcamping",0,0,"B01D2XLNX4","amzn1.echo-sdk-ams.app.bcbe62c4-8015-445c-a93e-ca0cb2547015","2016-03-17 04:18:24","daily bootcamping","""Alexa, open Daily Bootcamping""","""Alexa, ask Daily Bootcamping for today's thought""","""Alexa, start Daily Bootcamping""","","","No"
"Daily Buzzword","Education","IrishClanger","This skill reads out the definition of the Merriam-Webster Buzzword of the day from their wordcentral.com website. Optionally it reads out an example usage of the word.\nThis buzzword is more suitable for younger humanoids or those learning English.\nThis skill is not written by Merriam-Webster so errors or omissions are probably my own.",5,2,"B01ED2RZ58","amzn1.echo-sdk-ams.app.6e717589-1014-4337-89bd-9b9265400396","2016-04-26 14:08:34","daily buzzword","Alexa, open daily buzzword.","Alexa, launch daily buzzword.","Alexa, start daily buzzword.","","","No"
"Daily Cutiemals","Entertainment","Drassiner","Daily Cutiemals will send cute animal pictures to your email. You will be asked to register an email so I know where to send the animal pictures to. You will be guided through this step for setting up your email. Once you have set up your email you may use a wide variety of adjectives (instead of cute), and a wide variety of animals (instead of cat). You are also not required to use an adjective and just have it send you an animal picture.",0,0,"B01DYQ5BLE","amzn1.echo-sdk-ams.app.dd8f6e8e-0aed-4178-91ca-ab7bf4f75ccf","2016-04-19 07:32:38","daily cutiemals","Alexa, ask Daily Cutiemals to send me a cute cat picture","Alexa, ask Daily Cutiemals to delete my email","Help","https://github.com/toyhammered/alexa-skills/blob/master/cuteAnimals/PRIVACY_POLICY.md","","No"
"Daily Word","Other","Matchbox mobile","Learn a new word every day, just say “open Daily Word” and Alexa will select a new word along with its definition.\n\nUPDATE - \nNow spelling out your daily word.",2.5,14,"B017VAOYN0","amzn1.echo-sdk-ams.app.d853b85f-1a7d-4f1d-bb7f-d10b29429090","2015-11-11 19:12:14","daily word","Alexa open Daily Word","","","","","No"
"Date Ninja","Productivity","Adrian Bolinger","Ever want to know the date 45 days from now? Or 8 weeks from now? Or what day of the week a date falls on? Or how many days since or until a date? These are questions Date Ninja can help you with.\n\nSpecial thanks to Josh Skeen for his assistance on this project. Icon made by Freepik from www.flaticon.com. This app uses the Moment library.",0,0,"B01EVIEA5C","amzn1.echo-sdk-ams.app.2e9956ae-be93-4975-9210-0c3482154fee","2016-05-06 04:08:37","date ninja","Alexa, ask Date Ninja what day of the week is December 25, 2016?","What is the date 45 days from now?","What is the date 10 weeks from today?","","","No"
"DC Metro","Travel","Jimmy Cartrette","Gives Washington DC Metro light rail train arrival and departure times, as well as maintenance or incident reports. It will remember the last station you requested times for and save it, setting it as default if a station is not specified next time.",3.3,4,"B0184JBP4I","amzn1.echo-sdk-ams.app.4fa44b35-dc28-456a-8f8d-7690ed1c284e","2015-11-17 14:13:40","dc metro","Alexa, ask DC Metro for the next train arriving at Columbia Heights","Alexa, ask DC Metro is there weekend work","Alexa, ask DC Metro for the next train from metro center","","","No"
"DC Metro Tracker","Travel","Sean Simpson","Get the most up to date Metro Rail information to stay on top of your DC commute! Optionally set a default home station to make retrieving Metro info even easier.\n\nFEATURES:\n\n* HOME STATION ~ Set a default home station simply by saying something like ""Alexa, ask Metro Tracker to set Metro Center as my home station."" \nOnce you have set a home station, Metro Tracker will assume your departure station is your home station unless another departure station is specified.  \nChange your home station at any time simply by re-using the ""set home station"" command. \n\n* LIST TRAINS ~ list all trains scheduled to arrive at a particular station. Try saying ""Alexa, ask Metro Tracker to list all trains arriving at Farragut West""\n\n* FILTER LINE ~ Tell Alexa which metro line you are interested in to only receive train times for that particular line. For example, try: ""Alexa, ask Metro Tracker for the next red line from Gallery Place.""\n\n* FILTER DIRECTIONS ~ Specify a destination to only get trains traveling in the direction you need. Try saying ""Alexa, ask Metro Tracker for the next train from Union Station to Dupont Circle.""\n\n* AVOID EARLY OFF-LOADING ~ Specifying a destination will return times only for trains going *at least* as far as you need. For example, asking for trains going from Union Station to Dupont Circle will *not* return times for trains only going as far as Farragut North.\n\n* COMMUTE TIMES ~ Get an estimate of how long it is currently taking to travel between station A and station B. For example, try saying: ""Alexa, ask Metro Tracker for a commute estimate between L'Enfant Plaza and Columbia Heights,"" or ""Alexa, ask Metro Tracker how long it would take to get to Clarendon from Metro Center.""\n\nNOTES:\n* If at any time the app responds with ""there is a ghost train to a ghost station..."" this means that there is a train scheduled to arrive, but the WMATA database has no information on what line it belongs to, or where it is going. These are the trains that show up as ""--- --- TRAIN"" on the train arrival boards of metro platforms. Ghost trains sometimes have arrival times associated with them, and sometimes not.",5,2,"B01EYZBO38","amzn1.echo-sdk-ams.app.48d300b5-e643-4150-aaff-f8d1b92ed568","2016-05-06 18:08:36","metro tracker","Alexa, ask Metro Tracker for the next orange line to Vienna from Metro Center","Alexa, ask Metro Tracker for delays on the red line","Alexa, ask Metro Tracker for the current travel time between Metro Center and the airport","","","No"
"Death Info for Westeros","Entertainment","thewbman","You can quickly check if a character is still alive in the book series A Song of Ice and Fire.  The hit HBO show Game of Thrones is based on the book series, though a character may be dead in the TV show and not in the books or vice versa.  \n\nNot affiliated with the books or TV series in any way.",4.7,4,"B01EQSP3GM","amzn1.echo-sdk-ams.app.42d40dad-0baa-415c-8f75-4935935a6534","2016-04-28 23:38:47","westeros","Alexa, ask Westeros if Eddard Stark is dead","is Theon Greyjoy alive","check if Jaime Lannister is dead yet","","","No"
"Deck of Cards","Games","Cyborkt","Never be without a deck of cards again. Draw a random card from a standard deck of 52 cards, simply and easily. Always have a deck handy for any card games.",5,1,"B01DTWAPPA","amzn1.echo-sdk-ams.app.d111d1fe-fd21-498c-8a67-9a23019dc4cd","2016-04-28 08:08:32","deck of cards","Alexa, open deck of cards.","Alexa, ask deck of cards to draw a card.","","","","No"
"Demotivate Me","Productivity","TsaTsaTzu","With Demotivate Me you can access your subconcious's deepest and darkest thoughts easily and painlessly. It will tell you what you already know is true. Are you tired to the endless compliments and meaningless pats on the back you get in daily life? Bring your ego down a few well deserved notches with this cracked mirror for your soul.",2.2,10,"B018EVHE28","amzn1.echo-sdk-ams.app.4f43b51a-4251-4d85-8a78-f6f437937624","2015-11-23 12:22:42","demotivate","Alexa, open demotivate","Alexa, start demotivate","Alexa, launch demotivate","http://ocean-of-storms.com/tsatsatzu/legal/dm_privacy.htm","http://ocean-of-storms.com/tsatsatzu/legal/dm_terms.htm","No"
"Developer Games","Games","Ink Squared, LLC","This app will quickly assess your front-end web development skills. Just for fun :)",0,0,"B01DO6II5K","amzn1.echo-sdk-ams.app.db598a70-ed8d-4777-89f9-22b2511964dd","2016-04-20 08:02:37","developer games","Alexa, start developer games","the answer is one","i don't know","","","No"
"DEVITO FACTS","Reference","Pascal Bruno","This is a basic app that will give you some facts about DeVito and what he does at IPRO.  Experimental app which will evolve to allow Alexa to get information from IPRO's Pellucid database. Alexa will be able to tell you, for example, which hospital has the highest Sepsis mortality rate.",0,0,"B01DKRR77I","amzn1.echo-sdk-ams.app.11652741-2b85-4d51-abda-74089263d389","2016-03-29 08:35:34","devito","Alexa, ask Devito for a fact","","","","","No"
"Dex Trivia","Games","Shwheelz","Dex Trivia is a multiple choice trivia game for Pokemon that tests your knowledge of the Pokedex.  Are you the best, like no one ever was?  Find out with this game!",0,0,"B01EGB0FNU","amzn1.echo-sdk-ams.app.34b4784b-1abc-4011-bf8d-6bdddb056671","2016-05-06 07:38:31","dex trivia","Alexa, start dex trivia","The answer is one","One","","","No"
"Dice Bag","Games","Game Construct","Dice Bag rolls a number of multi-sided dice.  You can use Dice Bag as a dice replacement or companion for your rolling needs.\n\nJust Roll: Roll the standard 6 sided dice by saying ""roll my dice"" to automatically roll two 6 sided dice.  Example: ""Alexa, ask Dice Bag to roll my dice.""\n\nRoll Multi-sided: Roll a number of multi-sided dice.  An example command would be ""roll 7 d 20"" or ""roll 7 twenty sided dice"" to roll 7 twenty sided dice.  The maximum number of dice to roll at one time is 100.  Example: ""Alexa, ask Dice Bag to roll seven d twenty.""\n\nLast Roll: Forget your last roll?  Ask Dice Bag ""what was the last roll?""  Example: ""Alexa, ask Dice Bag what was my last roll?""\n\nRe-Roll: To re-roll the last set of dice, just say ""re-roll"" or ""roll again.""  Example: ""Alexa, as Dice Bag to roll again.""\n\nSee Who Goes First: Dice Bag can also help determine the first player, as is common in many board games.  Simply ask Dice Bag ""who goes first.""  Then tell Dice Bag the number of players.  The maximum number of players who can roll for first player at one time is 15.  Example: ""Alexa, ask Dice Bag to see who goes first.""\n\nRoll Initiative: For specialized gaming needs, initiative has been added to help players determine the order of character actions during encounters.  Say ""roll for initiative,"" then tell Dice Bag the number of players.  The specified number of d20 will be rolled.  The maximum number of players who can roll for initiative at one time is 15.  Example: ""Alexa, ask Dice Bag to roll for initiative.""\n\nRoll Percent: Dice Bag can also roll percent dice.  Just say ""roll for percent.""  Example: ""Alexa, ask Dice Bag to roll for percent.""\n\nDice Bag will voice up to 15 dice results at a time, otherwise just the total is voiced.  You can view up to 50 roll results in the Alexa App.\n\nTo get basic instructions, say ""Alexa, open Dice Bag.""",2.8,4,"B01A7GLAUU","amzn1.echo-sdk-ams.app.61e700dd-f982-4b9c-bce6-5d4e9361fe80","2016-01-05 12:41:25","dice bag","Alexa, tell Dice Bag to roll for me","Alexa, ask Dice Bag who goes first","Alexa, tell Dice Bag to roll for percent","","","No"
"DiceBot","Games","DERP Group","To quote Sophocles: ""The dice of Zeus always fall luckily"". He must've had DiceBot on his side.\n\n**Note: This super secret description does not exist in DiceBot's help menu, so that nobody can inadvertently stumble upon DiceBot's cheating ways during conversation.\n\nDiceBot listens for special patterns, and that's how it knows to switch out the fair dice with loaded dice.\n\nTo roll fair dice, just say something like ""Roll three dice"" or ""roll a d20"".\n\nTo roll dice that are weighted for higher numbers, replace ""roll"" with ""roll me"", as in ""roll me three dice"" or ""roll me a d20"".\n\nAlternately, dice can be weighted downward by ending the sentence with ""for me"", for example ""roll three dice for me"" or ""roll a d20 for me"".\n\nDiceBot's cheating is subtle - it shifts rolls on average by about 10% - and it's still possible to roll all values on a given die. Even with loaded d20, you still might roll a critical failure!\n\nFurther examples and instructions can be found at www.derpgroup.com/bots.html#2",0,0,"B01EUNE3W8","amzn1.echo-sdk-ams.app.3d097710-9c2c-44bc-9598-ad74699f07cb","2016-04-27 15:38:33","dice bot","Alexa, launch DiceBot","Alexa, tell DiceBot to roll me five dice","Alexa, ask DiceBot to roll 3 d 20 for me","","","No"
